Fri Dec 20 08:47:36 2019
JOBID PARTITION NAME USER STATE TIME TIME_LIMI NODES NODELIST(REASON)
12845956 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12845957 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12845958 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12845959 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12845960 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12845961 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12845962 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12845963 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12845964 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12845965 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12845966 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12845967 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12845968 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12845969 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12845970 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12845971 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12845972 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12845973 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12845974 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12845975 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12845976 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12845977 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12845978 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12845979 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12845980 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12845981 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12845982 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12845983 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12845984 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12845985 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12845986 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12845987 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12845988 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12845989 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12845990 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12845991 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12845992 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12845993 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12845994 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12845995 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12845996 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12845997 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12845998 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12845999 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846000 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846001 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846002 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846003 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846004 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846005 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846006 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846007 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846008 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846010 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846011 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846012 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846013 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846014 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846015 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846016 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846017 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846018 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846019 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846020 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846021 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846022 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846023 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846024 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846025 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846026 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846027 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846028 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846029 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846030 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846031 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846032 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846033 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846034 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846035 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846036 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846037 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846038 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846039 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846040 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846041 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846042 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846043 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846044 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846045 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846046 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846047 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846048 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846049 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846050 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846051 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846052 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846053 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846054 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846055 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846056 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846057 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846058 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846059 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846060 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846061 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846062 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846063 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846064 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846065 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846066 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846067 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846068 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846069 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846070 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846071 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846072 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846073 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846074 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846075 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846076 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846077 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846078 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846079 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846080 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846081 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846082 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846083 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846084 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846085 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846086 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846087 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846088 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846089 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846090 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846091 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846092 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846093 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846094 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846095 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846096 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846097 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846098 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846099 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846100 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846101 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846102 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846103 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846104 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846105 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846106 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846107 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846108 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846109 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846110 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846111 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846112 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846113 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846114 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846115 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846116 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846117 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846118 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846119 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846120 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846121 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846122 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846123 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846124 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846125 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846126 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846127 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846128 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846129 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846130 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846131 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846132 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846133 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846134 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846135 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846136 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846137 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846138 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846139 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846140 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846141 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846142 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846143 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846144 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846145 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846146 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846147 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846148 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846149 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846150 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846151 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846152 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846153 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846154 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
12846155 biology_n unirefbl deepti PENDING 0:00 12:00:00 1 (Nodes required for job are DOWN, DRAINED or reserved for jobs in higher priority partitions)
